dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
86;2021-07-31;1427;1058;286934;238674;65.6;54.6
86;2021-08-01;651;338;287585;239012;65.7;54.6
86;2021-08-02;1941;1680;289526;240692;66.2;55.0
86;2021-08-03;3289;1991;292815;242683;66.9;55.5
86;2021-08-04;2738;1786;295553;244469;67.6;55.9
86;2021-08-05;3569;2057;299122;246526;68.4;56.4
86;2021-08-06;2396;1761;301518;248287;68.9;56.8
86;2021-08-07;1576;997;303094;249284;69.3;57.0
86;2021-08-08;953;552;304047;249836;69.5;57.1
86;2021-08-09;1883;1303;305930;251139;69.9;57.4
86;2021-08-10;2682;1782;308612;252921;70.6;57.8
86;2021-08-11;2361;1438;310973;254359;71.1;58.2
86;2021-08-12;2484;1831;313457;256190;71.7;58.6
86;2021-08-13;1836;1490;315293;257680;72.1;58.9
86;2021-08-14;1331;1153;316624;258833;72.4;59.2
86;2021-08-15;562;622;317186;259455;72.5;59.3
86;2021-08-16;1146;1788;318332;261243;72.8;59.7
86;2021-08-17;1556;2219;319888;263462;73.1;60.2
86;2021-08-18;1258;1859;321146;265321;73.4;60.7
86;2021-08-19;1498;2633;322644;267954;73.8;61.3
86;2021-08-20;1254;2609;323898;270563;74.1;61.9
86;2021-08-21;884;2007;324782;272570;74.3;62.3
86;2021-08-22;350;722;325132;273292;74.3;62.5
86;2021-08-23;722;1821;325854;275113;74.5;62.9
86;2021-08-24;1076;2752;326930;277865;74.7;63.5
86;2021-08-25;931;2067;327861;279932;75.0;64.0
86;2021-08-26;912;2813;328773;282745;75.2;64.6
86;2021-08-27;863;2172;329636;284917;75.4;65.1
86;2021-08-28;548;1773;330184;286690;75.5;65.5
86;2021-08-29;112;827;330296;287517;75.5;65.7
86;2021-08-30;684;2121;330980;289638;75.7;66.2
86;2021-08-31;957;3204;331937;292842;75.9;67.0
86;2021-09-01;569;2748;332506;295590;76.0;67.6
86;2021-09-02;745;2821;333251;298411;76.2;68.2
86;2021-09-03;751;2401;334002;300812;76.4;68.8
86;2021-09-04;365;2216;334367;303028;76.4;69.3
86;2021-09-05;27;918;334394;303946;76.5;69.5
86;2021-09-06;356;1753;334750;305699;76.5;69.9
86;2021-09-07;509;2200;335259;307899;76.6;70.4
86;2021-09-08;557;2387;335816;310286;76.8;70.9
87;2020-12-27;0;0;0;0;0.0;0.0
87;2020-12-28;1;0;1;0;0.0;0.0
87;2020-12-29;0;0;1;0;0.0;0.0
87;2020-12-30;0;0;1;0;0.0;0.0
87;2020-12-31;0;0;1;0;0.0;0.0
87;2021-01-01;0;0;1;0;0.0;0.0
87;2021-01-02;0;0;1;0;0.0;0.0
87;2021-01-03;0;0;1;0;0.0;0.0
87;2021-01-04;1;0;2;0;0.0;0.0
87;2021-01-05;1;0;3;0;0.0;0.0
87;2021-01-06;10;0;13;0;0.0;0.0
87;2021-01-07;301;0;314;0;0.1;0.0
87;2021-01-08;407;0;721;0;0.2;0.0
87;2021-01-09;64;0;785;0;0.2;0.0
87;2021-01-10;35;0;820;0;0.2;0.0
87;2021-01-11;424;0;1244;0;0.3;0.0
87;2021-01-12;653;0;1897;0;0.5;0.0
87;2021-01-13;660;3;2557;3;0.7;0.0
87;2021-01-14;517;10;3074;13;0.8;0.0
87;2021-01-15;533;3;3607;16;1.0;0.0
87;2021-01-16;204;1;3811;17;1.0;0.0
87;2021-01-17;1;0;3812;17;1.0;0.0
87;2021-01-18;646;5;4458;22;1.2;0.0
87;2021-01-19;656;1;5114;23;1.4;0.0
87;2021-01-20;674;3;5788;26;1.6;0.0
87;2021-01-21;717;0;6505;26;1.8;0.0
87;2021-01-22;758;4;7263;30;2.0;0.0
87;2021-01-23;286;0;7549;30;2.0;0.0
87;2021-01-24;0;0;7549;30;2.0;0.0
87;2021-01-25;620;10;8169;40;2.2;0.0
87;2021-01-26;570;49;8739;89;2.4;0.0
87;2021-01-27;572;38;9311;127;2.5;0.0
87;2021-01-28;857;94;10168;221;2.7;0.1
87;2021-01-29;740;260;10908;481;2.9;0.1
87;2021-01-30;327;68;11235;549;3.0;0.1
87;2021-01-31;34;71;11269;620;3.0;0.2
87;2021-02-01;413;288;11682;908;3.2;0.2
87;2021-02-02;453;442;12135;1350;3.3;0.4
87;2021-02-03;540;408;12675;1758;3.4;0.5
87;2021-02-04;613;572;13288;2330;3.6;0.6
87;2021-02-05;342;358;13630;2688;3.7;0.7
87;2021-02-06;55;139;13685;2827;3.7;0.8
87;2021-02-07;20;0;13705;2827;3.7;0.8
87;2021-02-08;245;401;13950;3228;3.8;0.9
87;2021-02-09;219;484;14169;3712;3.8;1.0
87;2021-02-10;262;543;14431;4255;3.9;1.1
87;2021-02-11;286;469;14717;4724;4.0;1.3
87;2021-02-12;287;442;15004;5166;4.0;1.4
87;2021-02-13;25;148;15029;5314;4.1;1.4
87;2021-02-14;0;3;15029;5317;4.1;1.4
87;2021-02-15;237;332;15266;5649;4.1;1.5
87;2021-02-16;330;260;15596;5909;4.2;1.6
87;2021-02-17;330;323;15926;6232;4.3;1.7
87;2021-02-18;478;580;16404;6812;4.4;1.8
87;2021-02-19;404;446;16808;7258;4.5;2.0
87;2021-02-20;123;158;16931;7416;4.6;2.0
87;2021-02-21;2;9;16933;7425;4.6;2.0
87;2021-02-22;440;493;17373;7918;4.7;2.1
87;2021-02-23;557;575;17930;8493;4.8;2.3
87;2021-02-24;451;541;18381;9034;5.0;2.4
87;2021-02-25;790;632;19171;9666;5.2;2.6
87;2021-02-26;841;432;20012;10098;5.4;2.7
87;2021-02-27;405;164;20417;10262;5.5;2.8
87;2021-02-28;3;0;20420;10262;5.5;2.8
87;2021-03-01;518;327;20938;10589;5.6;2.9
87;2021-03-02;1031;347;21969;10936;5.9;2.9
87;2021-03-03;1174;318;23143;11254;6.2;3.0
87;2021-03-04;1406;325;24549;11579;6.6;3.1
87;2021-03-05;1770;258;26319;11837;7.1;3.2
87;2021-03-06;1048;38;27367;11875;7.4;3.2
87;2021-03-07;257;6;27624;11881;7.5;3.2
87;2021-03-08;864;240;28488;12121;7.7;3.3
87;2021-03-09;1288;227;29776;12348;8.0;3.3
87;2021-03-10;1299;230;31075;12578;8.4;3.4
87;2021-03-11;1754;250;32829;12828;8.9;3.5
87;2021-03-12;2129;286;34958;13114;9.4;3.5
87;2021-03-13;1308;22;36266;13136;9.8;3.5
87;2021-03-14;80;1;36346;13137;9.8;3.5
87;2021-03-15;989;355;37335;13492;10.1;3.6
87;2021-03-16;1061;242;38396;13734;10.4;3.7
87;2021-03-17;1070;218;39466;13952;10.6;3.8
87;2021-03-18;1185;342;40651;14294;11.0;3.9
87;2021-03-19;1683;279;42334;14573;11.4;3.9
87;2021-03-20;925;85;43259;14658;11.7;4.0
87;2021-03-21;32;0;43291;14658;11.7;4.0
87;2021-03-22;1049;378;44340;15036;12.0;4.1
87;2021-03-23;1386;430;45726;15466;12.3;4.2
87;2021-03-24;1508;368;47234;15834;12.7;4.3
87;2021-03-25;2500;395;49734;16229;13.4;4.4
87;2021-03-26;2533;454;52267;16683;14.1;4.5
87;2021-03-27;891;123;53158;16806;14.3;4.5
87;2021-03-28;269;18;53427;16824;14.4;4.5
87;2021-03-29;1118;415;54545;17239;14.7;4.6
87;2021-03-30;1908;661;56453;17900;15.2;4.8
87;2021-03-31;1660;692;58113;18592;15.7;5.0
87;2021-04-01;2240;572;60353;19164;16.3;5.2
87;2021-04-02;1843;632;62196;19796;16.8;5.3
87;2021-04-03;455;266;62651;20062;16.9;5.4
87;2021-04-04;2;0;62653;20062;16.9;5.4
87;2021-04-05;82;1;62735;20063;16.9;5.4
87;2021-04-06;1000;903;63735;20966;17.2;5.7
87;2021-04-07;1487;925;65222;21891;17.6;5.9
87;2021-04-08;1785;1033;67007;22924;18.1;6.2
87;2021-04-09;2647;740;69654;23664;18.8;6.4
87;2021-04-10;1190;306;70844;23970;19.1;6.5
87;2021-04-11;69;0;70913;23970;19.1;6.5
87;2021-04-12;1619;826;72532;24796;19.6;6.7
87;2021-04-13;2289;1062;74821;25858;20.2;7.0
87;2021-04-14;2530;1186;77351;27044;20.9;7.3
87;2021-04-15;2224;1076;79575;28120;21.5;7.6
87;2021-04-16;2736;1071;82311;29191;22.2;7.9
87;2021-04-17;731;388;83042;29579;22.4;8.0
87;2021-04-18;111;141;83153;29720;22.4;8.0
87;2021-04-19;1659;838;84812;30558;22.9;8.2
87;2021-04-20;2085;882;86897;31440;23.4;8.5
87;2021-04-21;2296;992;89193;32432;24.1;8.7
87;2021-04-22;2565;1162;91758;33594;24.7;9.1
87;2021-04-23;1997;1183;93755;34777;25.3;9.4
87;2021-04-24;825;621;94580;35398;25.5;9.5
87;2021-04-25;64;103;94644;35501;25.5;9.6
87;2021-04-26;1356;911;96000;36412;25.9;9.8
87;2021-04-27;2399;1201;98399;37613;26.5;10.1
87;2021-04-28;3867;1434;102266;39047;27.6;10.5
87;2021-04-29;3077;1832;105343;40879;28.4;11.0
87;2021-04-30;3174;1358;108517;42237;29.3;11.4
87;2021-05-01;614;59;109131;42296;29.4;11.4
87;2021-05-02;361;5;109492;42301;29.5;11.4
87;2021-05-03;2322;940;111814;43241;30.2;11.7
87;2021-05-04;2906;1069;114720;44310;30.9;12.0
87;2021-05-05;2989;1505;117709;45815;31.7;12.4
87;2021-05-06;2531;1713;120240;47528;32.4;12.8
87;2021-05-07;2945;1716;123185;49244;33.2;13.3
87;2021-05-08;772;294;123957;49538;33.4;13.4
87;2021-05-09;18;133;123975;49671;33.4;13.4
87;2021-05-10;1938;1591;125913;51262;34.0;13.8
87;2021-05-11;2467;1906;128380;53168;34.6;14.3
87;2021-05-12;2624;2065;131004;55233;35.3;14.9
87;2021-05-13;1085;292;132089;55525;35.6;15.0
87;2021-05-14;2244;1772;134333;57297;36.2;15.5
87;2021-05-15;950;409;135283;57706;36.5;15.6
87;2021-05-16;141;74;135424;57780;36.5;15.6
87;2021-05-17;1628;1763;137052;59543;37.0;16.1
87;2021-05-18;2634;1815;139686;61358;37.7;16.5
87;2021-05-19;2822;1553;142508;62911;38.4;17.0
87;2021-05-20;3303;1724;145811;64635;39.3;17.4
87;2021-05-21;2765;1841;148576;66476;40.1;17.9
87;2021-05-22;1458;628;150034;67104;40.5;18.1
87;2021-05-23;211;92;150245;67196;40.5;18.1
87;2021-05-24;1055;141;151300;67337;40.8;18.2
87;2021-05-25;2117;1809;153417;69146;41.4;18.6
87;2021-05-26;3221;2476;156638;71622;42.2;19.3
87;2021-05-27;3022;2356;159660;73978;43.1;20.0
87;2021-05-28;2674;2521;162334;76499;43.8;20.6
87;2021-05-29;1061;1312;163395;77811;44.1;21.0
87;2021-05-30;258;60;163653;77871;44.1;21.0
87;2021-05-31;2287;1356;165940;79227;44.8;21.4
87;2021-06-01;2548;1860;168488;81087;45.4;21.9
87;2021-06-02;2524;1853;171012;82940;46.1;22.4
87;2021-06-03;3212;2527;174224;85467;47.0;23.1
87;2021-06-04;2839;2062;177063;87529;47.8;23.6
87;2021-06-05;1311;575;178374;88104;48.1;23.8
87;2021-06-06;262;95;178636;88199;48.2;23.8
87;2021-06-07;2101;1900;180737;90099;48.7;24.3
87;2021-06-08;2961;2600;183698;92699;49.5;25.0
87;2021-06-09;2305;2812;186003;95511;50.2;25.8
87;2021-06-10;2974;2554;188977;98065;51.0;26.4
87;2021-06-11;2364;3067;191341;101132;51.6;27.3
87;2021-06-12;1220;1102;192561;102234;51.9;27.6
87;2021-06-13;293;484;192854;102718;52.0;27.7
87;2021-06-14;980;2729;193834;105447;52.3;28.4
87;2021-06-15;1361;3319;195195;108766;52.6;29.3
87;2021-06-16;1650;3424;196845;112190;53.1;30.3
87;2021-06-17;2439;2316;199284;114506;53.7;30.9
87;2021-06-18;1790;3014;201074;117520;54.2;31.7
87;2021-06-19;1047;1177;202121;118697;54.5;32.0
87;2021-06-20;205;206;202326;118903;54.6;32.1
87;2021-06-21;1041;2643;203367;121546;54.8;32.8
87;2021-06-22;1029;2882;204396;124428;55.1;33.6
87;2021-06-23;1257;3081;205653;127509;55.5;34.4
87;2021-06-24;1620;2559;207273;130068;55.9;35.1
87;2021-06-25;1450;2709;208723;132777;56.3;35.8
87;2021-06-26;529;1201;209252;133978;56.4;36.1
87;2021-06-27;26;212;209278;134190;56.4;36.2
87;2021-06-28;717;2574;209995;136764;56.6;36.9
87;2021-06-29;1156;3414;211151;140178;56.9;37.8
87;2021-06-30;1125;2651;212276;142829;57.3;38.5
87;2021-07-01;1482;2549;213758;145378;57.7;39.2
87;2021-07-02;1200;3462;214958;148840;58.0;40.1
87;2021-07-03;414;1512;215372;150352;58.1;40.6
87;2021-07-04;24;384;215396;150736;58.1;40.7
87;2021-07-05;686;2392;216082;153128;58.3;41.3
87;2021-07-06;583;3221;216665;156349;58.4;42.2
87;2021-07-07;864;3344;217529;159693;58.7;43.1
87;2021-07-08;1119;3671;218648;163364;59.0;44.1
87;2021-07-09;1112;3701;219760;167065;59.3;45.1
87;2021-07-10;290;1361;220050;168426;59.3;45.4
87;2021-07-11;49;284;220099;168710;59.4;45.5
87;2021-07-12;559;3191;220658;171901;59.5;46.4
87;2021-07-13;833;3512;221491;175413;59.7;47.3
87;2021-07-14;518;538;222009;175951;59.9;47.5
87;2021-07-15;1361;3459;223370;179410;60.2;48.4
87;2021-07-16;1732;3600;225102;183010;60.7;49.4
87;2021-07-17;655;1373;225757;184383;60.9;49.7
87;2021-07-18;81;285;225838;184668;60.9;49.8
87;2021-07-19;1434;3401;227272;188069;61.3;50.7
87;2021-07-20;1806;3593;229078;191662;61.8;51.7
87;2021-07-21;1452;3150;230530;194812;62.2;52.5
87;2021-07-22;1878;3250;232408;198062;62.7;53.4
87;2021-07-23;1875;3171;234283;201233;63.2;54.3
87;2021-07-24;817;1285;235100;202518;63.4;54.6
87;2021-07-25;106;241;235206;202759;63.4;54.7
87;2021-07-26;1542;2328;236748;205087;63.9;55.3
87;2021-07-27;2556;2061;239304;207148;64.5;55.9
87;2021-07-28;2390;2006;241694;209154;65.2;56.4
87;2021-07-29;3010;1998;244704;211152;66.0;56.9
87;2021-07-30;2544;2078;247248;213230;66.7;57.5
87;2021-07-31;1105;837;248353;214067;67.0;57.7
87;2021-08-01;284;151;248637;214218;67.1;57.8
87;2021-08-02;2117;1516;250754;215734;67.6;58.2
87;2021-08-03;2494;1332;253248;217066;68.3;58.5
87;2021-08-04;2315;1063;255563;218129;68.9;58.8
87;2021-08-05;2528;1409;258091;219538;69.6;59.2
87;2021-08-06;2140;1659;260231;221197;70.2;59.7
87;2021-08-07;1109;782;261340;221979;70.5;59.9
87;2021-08-08;208;123;261548;222102;70.5;59.9
87;2021-08-09;1819;1528;263367;223630;71.0;60.3
87;2021-08-10;2199;1535;265566;225165;71.6;60.7
87;2021-08-11;1913;1274;267479;226439;72.1;61.1
87;2021-08-12;2099;1482;269578;227921;72.7;61.5
87;2021-08-13;1723;1622;271301;229543;73.2;61.9
87;2021-08-14;672;733;271973;230276;73.4;62.1
87;2021-08-15;72;104;272045;230380;73.4;62.1
87;2021-08-16;1503;1746;273548;232126;73.8;62.6
87;2021-08-17;1347;1666;274895;233792;74.1;63.1
87;2021-08-18;1243;1997;276138;235789;74.5;63.6
87;2021-08-19;1219;1797;277357;237586;74.8;64.1
87;2021-08-20;913;2203;278270;239789;75.1;64.7
87;2021-08-21;317;965;278587;240754;75.1;64.9
87;2021-08-22;92;235;278679;240989;75.2;65.0
87;2021-08-23;742;2390;279421;243379;75.4;65.6
87;2021-08-24;762;2134;280183;245513;75.6;66.2
87;2021-08-25;707;2062;280890;247575;75.8;66.8
87;2021-08-26;855;2155;281745;249730;76.0;67.4
87;2021-08-27;780;2664;282525;252394;76.2;68.1
87;2021-08-28;323;1295;282848;253689;76.3;68.4
87;2021-08-29;65;244;282913;253933;76.3;68.5
87;2021-08-30;471;2212;283384;256145;76.4;69.1
87;2021-08-31;606;1932;283990;258077;76.6;69.6
87;2021-09-01;743;2468;284733;260545;76.8;70.3
87;2021-09-02;551;2340;285284;262885;76.9;70.9
87;2021-09-03;644;2482;285928;265367;77.1;71.6
87;2021-09-04;274;1129;286202;266496;77.2;71.9
87;2021-09-05;2;7;286204;266503;77.2;71.9
87;2021-09-06;394;1986;286598;268489;77.3;72.4
87;2021-09-07;381;1504;286979;269993;77.4;72.8
87;2021-09-08;450;1739;287429;271732;77.5;73.3
88;2020-12-27;0;0;0;0;0.0;0.0
88;2020-12-28;0;0;0;0;0.0;0.0
88;2020-12-29;0;0;0;0;0.0;0.0
88;2020-12-30;0;0;0;0;0.0;0.0
88;2020-12-31;0;0;0;0;0.0;0.0
88;2021-01-01;2;0;2;0;0.0;0.0
88;2021-01-02;0;0;2;0;0.0;0.0
88;2021-01-03;0;0;2;0;0.0;0.0
88;2021-01-04;0;0;2;0;0.0;0.0
88;2021-01-05;1;0;3;0;0.0;0.0
88;2021-01-06;3;0;6;0;0.0;0.0
88;2021-01-07;71;1;77;1;0.0;0.0
88;2021-01-08;189;2;266;3;0.1;0.0
88;2021-01-09;190;2;456;5;0.1;0.0
88;2021-01-10;0;0;456;5;0.1;0.0
88;2021-01-11;227;0;683;5;0.2;0.0
88;2021-01-12;422;0;1105;5;0.3;0.0
88;2021-01-13;491;2;1596;7;0.4;0.0
88;2021-01-14;347;2;1943;9;0.5;0.0
88;2021-01-15;380;2;2323;11;0.6;0.0
88;2021-01-16;62;0;2385;11;0.7;0.0
88;2021-01-17;1;0;2386;11;0.7;0.0
88;2021-01-18;461;0;2847;11;0.8;0.0
88;2021-01-19;451;0;3298;11;0.9;0.0
88;2021-01-20;460;1;3758;12;1.0;0.0
88;2021-01-21;1545;5;5303;17;1.5;0.0
88;2021-01-22;1181;2;6484;19;1.8;0.0
88;2021-01-23;284;0;6768;19;1.9;0.0
88;2021-01-24;298;2;7066;21;2.0;0.0
88;2021-01-25;938;4;8004;25;2.2;0.0
88;2021-01-26;388;5;8392;30;2.3;0.0
88;2021-01-27;4;0;8396;30;2.3;0.0
88;2021-01-28;162;37;8558;67;2.4;0.0
88;2021-01-29;526;154;9084;221;2.5;0.1
88;2021-01-30;288;124;9372;345;2.6;0.1
88;2021-01-31;0;0;9372;345;2.6;0.1
88;2021-02-01;406;271;9778;616;2.7;0.2
88;2021-02-02;333;357;10111;973;2.8;0.3
88;2021-02-03;437;230;10548;1203;2.9;0.3
88;2021-02-04;315;218;10863;1421;3.0;0.4
88;2021-02-05;457;241;11320;1662;3.1;0.5
88;2021-02-06;110;49;11430;1711;3.2;0.5
88;2021-02-07;0;0;11430;1711;3.2;0.5
88;2021-02-08;360;169;11790;1880;3.3;0.5
88;2021-02-09;291;259;12081;2139;3.4;0.6
88;2021-02-10;416;310;12497;2449;3.5;0.7
88;2021-02-11;851;1061;13348;3510;3.7;1.0
88;2021-02-12;937;681;14285;4191;4.0;1.2
88;2021-02-13;162;205;14447;4396;4.0;1.2
88;2021-02-14;81;216;14528;4612;4.0;1.3
88;2021-02-15;641;1020;15169;5632;4.2;1.6
88;2021-02-16;472;669;15641;6301;4.4;1.8
88;2021-02-17;456;373;16097;6674;4.5;1.9
88;2021-02-18;516;339;16613;7013;4.6;2.0
88;2021-02-19;536;423;17149;7436;4.8;2.1
88;2021-02-20;156;95;17305;7531;4.8;2.1
88;2021-02-21;1;25;17306;7556;4.8;2.1
88;2021-02-22;425;308;17731;7864;4.9;2.2
88;2021-02-23;403;193;18134;8057;5.0;2.2
88;2021-02-24;506;193;18640;8250;5.2;2.3
88;2021-02-25;675;253;19315;8503;5.4;2.4
88;2021-02-26;863;247;20178;8750;5.6;2.4
88;2021-02-27;269;32;20447;8782;5.7;2.4
88;2021-02-28;30;1;20477;8783;5.7;2.4
88;2021-03-01;359;418;20836;9201;5.8;2.6
88;2021-03-02;431;424;21267;9625;5.9;2.7
88;2021-03-03;650;427;21917;10052;6.1;2.8
88;2021-03-04;1039;716;22956;10768;6.4;3.0
88;2021-03-05;934;677;23890;11445;6.6;3.2
88;2021-03-06;1874;117;25764;11562;7.2;3.2
88;2021-03-07;1060;79;26824;11641;7.5;3.2
88;2021-03-08;727;674;27551;12315;7.7;3.4
88;2021-03-09;1094;525;28645;12840;8.0;3.6
88;2021-03-10;1084;491;29729;13331;8.3;3.7
88;2021-03-11;1441;399;31170;13730;8.7;3.8
88;2021-03-12;1309;484;32479;14214;9.0;4.0
88;2021-03-13;1210;128;33689;14342;9.4;4.0
88;2021-03-14;166;5;33855;14347;9.4;4.0
88;2021-03-15;929;443;34784;14790;9.7;4.1
88;2021-03-16;1024;344;35808;15134;10.0;4.2
88;2021-03-17;905;422;36713;15556;10.2;4.3
88;2021-03-18;1303;399;38016;15955;10.6;4.4
88;2021-03-19;1465;504;39481;16459;11.0;4.6
88;2021-03-20;1319;55;40800;16514;11.3;4.6
88;2021-03-21;37;0;40837;16514;11.4;4.6
88;2021-03-22;1232;543;42069;17057;11.7;4.7
88;2021-03-23;1780;442;43849;17499;12.2;4.9
88;2021-03-24;1876;471;45725;17970;12.7;5.0
88;2021-03-25;2499;493;48224;18463;13.4;5.1
88;2021-03-26;2480;456;50704;18919;14.1;5.3
88;2021-03-27;883;298;51587;19217;14.3;5.3
88;2021-03-28;61;3;51648;19220;14.4;5.3
88;2021-03-29;1305;446;52953;19666;14.7;5.5
88;2021-03-30;2062;393;55015;20059;15.3;5.6
88;2021-03-31;1619;576;56634;20635;15.8;5.7
88;2021-04-01;2118;718;58752;21353;16.3;5.9
88;2021-04-02;2816;648;61568;22001;17.1;6.1
88;2021-04-03;745;215;62313;22216;17.3;6.2
88;2021-04-04;16;1;62329;22217;17.3;6.2
88;2021-04-05;23;2;62352;22219;17.3;6.2
88;2021-04-06;1140;679;63492;22898;17.7;6.4
88;2021-04-07;1600;715;65092;23613;18.1;6.6
88;2021-04-08;1858;788;66950;24401;18.6;6.8
88;2021-04-09;3080;742;70030;25143;19.5;7.0
88;2021-04-10;724;650;70754;25793;19.7;7.2
88;2021-04-11;33;1;70787;25794;19.7;7.2
88;2021-04-12;1538;986;72325;26780;20.1;7.4
88;2021-04-13;2037;1092;74362;27872;20.7;7.8
88;2021-04-14;1911;950;76273;28822;21.2;8.0
88;2021-04-15;1967;1244;78240;30066;21.8;8.4
88;2021-04-16;2109;1049;80349;31115;22.3;8.7
88;2021-04-17;1429;765;81778;31880;22.7;8.9
88;2021-04-18;268;23;82046;31903;22.8;8.9
88;2021-04-19;1173;1237;83219;33140;23.1;9.2
88;2021-04-20;1190;1398;84409;34538;23.5;9.6
88;2021-04-21;1503;1295;85912;35833;23.9;10.0
88;2021-04-22;1899;1634;87811;37467;24.4;10.4
88;2021-04-23;1825;2047;89636;39514;24.9;11.0
88;2021-04-24;1185;783;90821;40297;25.3;11.2
88;2021-04-25;34;2;90855;40299;25.3;11.2
88;2021-04-26;1181;1173;92036;41472;25.6;11.5
88;2021-04-27;1278;1728;93314;43200;26.0;12.0
88;2021-04-28;1634;1495;94948;44695;26.4;12.4
88;2021-04-29;2082;1465;97030;46160;27.0;12.8
88;2021-04-30;2451;1629;99481;47789;27.7;13.3
88;2021-05-01;2008;287;101489;48076;28.2;13.4
88;2021-05-02;1301;120;102790;48196;28.6;13.4
88;2021-05-03;1558;1218;104348;49414;29.0;13.7
88;2021-05-04;1444;1467;105792;50881;29.4;14.2
88;2021-05-05;2427;1599;108219;52480;30.1;14.6
88;2021-05-06;3210;1204;111429;53684;31.0;14.9
88;2021-05-07;2938;1349;114367;55033;31.8;15.3
88;2021-05-08;1533;469;115900;55502;32.2;15.4
88;2021-05-09;1734;159;117634;55661;32.7;15.5
88;2021-05-10;1764;1571;119398;57232;33.2;15.9
88;2021-05-11;2657;1910;122055;59142;33.9;16.5
88;2021-05-12;2531;1853;124586;60995;34.7;17.0
88;2021-05-13;3258;681;127844;61676;35.6;17.2
88;2021-05-14;2501;1539;130345;63215;36.3;17.6
88;2021-05-15;1625;743;131970;63958;36.7;17.8
88;2021-05-16;1333;103;133303;64061;37.1;17.8
88;2021-05-17;1988;946;135291;65007;37.6;18.1
88;2021-05-18;2256;1115;137547;66122;38.3;18.4
88;2021-05-19;2722;1149;140269;67271;39.0;18.7
88;2021-05-20;3347;1239;143616;68510;39.9;19.1
88;2021-05-21;2876;1149;146492;69659;40.7;19.4
88;2021-05-22;1432;713;147924;70372;41.1;19.6
88;2021-05-23;558;74;148482;70446;41.3;19.6
88;2021-05-24;1675;434;150157;70880;41.8;19.7
88;2021-05-25;1648;1174;151805;72054;42.2;20.0
88;2021-05-26;2368;1140;154173;73194;42.9;20.4
88;2021-05-27;2201;1364;156374;74558;43.5;20.7
88;2021-05-28;1891;1981;158265;76539;44.0;21.3
88;2021-05-29;1230;1754;159495;78293;44.4;21.8
88;2021-05-30;587;418;160082;78711;44.5;21.9
88;2021-05-31;1327;1851;161409;80562;44.9;22.4
88;2021-06-01;1720;1986;163129;82548;45.4;23.0
88;2021-06-02;2076;1872;165205;84420;46.0;23.5
88;2021-06-03;2739;1618;167944;86038;46.7;23.9
88;2021-06-04;2043;1935;169987;87973;47.3;24.5
88;2021-06-05;1531;1139;171518;89112;47.7;24.8
88;2021-06-06;693;156;172211;89268;47.9;24.8
88;2021-06-07;1292;1710;173503;90978;48.3;25.3
88;2021-06-08;1666;1935;175169;92913;48.7;25.8
88;2021-06-09;1618;1908;176787;94821;49.2;26.4
88;2021-06-10;1781;2046;178568;96867;49.7;26.9
88;2021-06-11;1549;2216;180117;99083;50.1;27.6
88;2021-06-12;669;1657;180786;100740;50.3;28.0
88;2021-06-13;464;377;181250;101117;50.4;28.1
88;2021-06-14;1030;2249;182280;103366;50.7;28.8
88;2021-06-15;1929;2460;184209;105826;51.2;29.4
88;2021-06-16;1486;2872;185695;108698;51.7;30.2
88;2021-06-17;1599;2732;187294;111430;52.1;31.0
88;2021-06-18;1356;2461;188650;113891;52.5;31.7
88;2021-06-19;701;1090;189351;114981;52.7;32.0
88;2021-06-20;78;79;189429;115060;52.7;32.0
88;2021-06-21;672;2581;190101;117641;52.9;32.7
88;2021-06-22;869;3433;190970;121074;53.1;33.7
88;2021-06-23;1144;2877;192114;123951;53.4;34.5
88;2021-06-24;703;2604;192817;126555;53.6;35.2
88;2021-06-25;1436;3180;194253;129735;54.0;36.1
88;2021-06-26;903;2072;195156;131807;54.3;36.7
88;2021-06-27;543;635;195699;132442;54.4;36.8
88;2021-06-28;760;2516;196459;134958;54.6;37.5
88;2021-06-29;961;3355;197420;138313;54.9;38.5
88;2021-06-30;1136;3116;198556;141429;55.2;39.3
88;2021-07-01;1056;2686;199612;144115;55.5;40.1
88;2021-07-02;992;3150;200604;147265;55.8;41.0
88;2021-07-03;694;1699;201298;148964;56.0;41.4
88;2021-07-04;258;815;201556;149779;56.1;41.7
88;2021-07-05;993;2021;202549;151800;56.3;42.2
88;2021-07-06;1020;2416;203569;154216;56.6;42.9
88;2021-07-07;1179;2588;204748;156804;57.0;43.6
88;2021-07-08;1085;2064;205833;158868;57.3;44.2
88;2021-07-09;1583;2705;207416;161573;57.7;44.9
88;2021-07-10;723;1817;208139;163390;57.9;45.4
88;2021-07-11;468;696;208607;164086;58.0;45.6
88;2021-07-12;1055;2521;209662;166607;58.3;46.3
88;2021-07-13;1313;2654;210975;169261;58.7;47.1
88;2021-07-14;1206;801;212181;170062;59.0;47.3
88;2021-07-15;1744;3315;213925;173377;59.5;48.2
88;2021-07-16;1470;2964;215395;176341;59.9;49.0
88;2021-07-17;802;1588;216197;177929;60.1;49.5
88;2021-07-18;180;679;216377;178608;60.2;49.7
88;2021-07-19;1563;2231;217940;180839;60.6;50.3
88;2021-07-20;2143;2388;220083;183227;61.2;51.0
88;2021-07-21;1938;2218;222021;185445;61.8;51.6
